"EP_Plotid","Richness","Menhinick","Margalef","Shannon","Simpson","Simpson_inv"
"AEW22",7711,3.05675067834939,492.145417990214,7.24416883641979,0.999043660705029,1045.653990439
"AEW23",7769,3.07978529754856,495.848554638724,7.27681258321161,0.999091884420445,1101.1814162351
"AEW24",7750,3.0722511490635,494.635698121655,7.2752888430893,0.999080307501881,1087.31994883634
"AEW25",7789,3.08771345060239,497.125193716457,7.27497628131783,0.999087856183971,1096.31834632582
"AEW26",7817,3.09880175983582,498.912260170629,7.27600157714348,0.999086306357863,1094.45874840668
"AEW27",7804,3.09365026672533,498.08248189868,7.27713616995141,0.999084022329421,1091.72966996824
"AEW28",7813,3.0972058656207,498.65672139496,7.2666682167505,0.999072828758967,1078.54941540821
"AEW29",7817,3.09881539505287,498.912540430778,7.27072864082697,0.999079968930446,1086.91981509393
"AEW3",7807,3.09484341311943,498.274058403222,7.2788503508833,0.999087483439152,1095.87052214287
"AEW30",7793,3.08929063376244,497.380347902008,7.27367295638931,0.999078568428142,1085.26778389336
"AEW31",7760,3.07622404573446,495.274198950506,7.2649841882876,0.999078682333097,1085.40195843748
"AEW32",7805,3.09401702613591,498.1457044557,7.25989959891452,0.999062590708261,1066.76988249736
"AEW33",7716,3.0587310675395,492.464543864023,7.24576917452845,0.999047753862783,1050.14865476141
"AEW34",7798,3.0912059335843,497.698135908307,7.23373991833708,0.999032217966488,1033.2905193242
"AEW35",7818,3.09920158734761,498.976162416859,7.28274256657468,0.999091705374779,1100.96434816635
"AEW36",7737,3.06703913546824,493.804675896961,7.22708592180666,0.999021972265784,1022.46589234128
"AEW37",7805,3.09405324928325,498.146448994105,7.25245996212621,0.999064234906423,1068.644264318
"AEW38",7796,3.09048328938821,497.5719143192,7.25054660480706,0.999067596832886,1072.49742951322
"AEW39",7800,3.09203616719098,497.826568926411,7.29051576281829,0.999107901436428,1120.95237099781
"AEW4",7693,3.04962480556167,490.996637365811,7.24962590515075,0.999055071852767,1058.28152429143
"AEW40",7815,3.09798944967354,498.784195561284,7.26160944313969,0.999066137220337,1070.82113323036
"AEW41",7776,3.0825648380345,496.295474651247,7.27110850215159,0.999084430318327,1092.21615789324
"AEW42",7789,3.0876986511966,497.124889527346,7.24597718267173,0.999055076846841,1058.28711748347
"AEW43",7800,3.0920558462197,497.826973414077,7.28978013856826,0.999107018722473,1119.84430711577
"AEW44",7826,3.10236659925795,499.486689598489,7.28922906822607,0.999106777985245,1119.5424916551
"AEW45",7801,3.09244983379435,497.890755625171,7.26701226118878,0.999073288142506,1079.08406686853
"AEW46",7733,3.06552092974656,493.550733947591,7.26003253697634,0.999073878090615,1079.77145326848
"AEW47",7819,3.09960409477774,499.040119746431,7.27432750669502,0.999081641126374,1088.89893561057
"AEW48",7776,3.08252172535135,496.294588505164,7.22990486118018,0.999031797044078,1032.84130035314
"AEW49",7824,3.10157961228761,499.359145487347,7.27960294582461,0.999090027534048,1098.93434957277
"AEW5",7803,3.0932555495308,498.018684690735,7.26794847175908,0.99907958835265,1086.47038841662
"AEW50",7755,3.07423445435699,494.954883933749,7.26395003673916,0.999076932945315,1083.3449151114
"AEW6",7789,3.08771126707012,497.125148835889,7.27161516606625,0.999083971598855,1091.66920889111
"AEW7",7792,3.08889591404652,497.316550642223,7.2662969723468,0.999075680587928,1081.87709458333
"AEW8",7840,3.10789618164941,500.37992330385,7.29015742909739,0.999104470617318,1116.65794482967
"AEW9",7835,3.10593387240023,500.061169049464,7.29344390497049,0.999106381919133,1119.04629215831
"HEG1",7871,3.12019339236205,502.358890095649,7.2569003751812,0.999066012151492,1070.67774125442
"HEG10",7797,3.09087703699752,497.635691598176,7.26481937634391,0.999070772471456,1076.16269350857
"HEG11",7805,3.09402164512419,498.145799395745,7.25627825724891,0.99905090798137,1053.63861498168
"HEG12",7811,3.09640184014587,498.52882707059,7.29336819733043,0.999109047427609,1122.39420030653
"HEG13",7797,3.09088990878031,497.635956166295,7.27220247594545,0.999085266902722,1093.21506237816
"HEG14",7700,3.05240882816806,491.443649505307,7.25380971992864,0.999062644056979,1066.83059668617
"HEG15",7798,3.09124163720142,497.698869774532,7.27141224194889,0.99909333001525,1102.93714010553
"HEG16",7828,3.10317674690282,499.614709757727,7.26995492572063,0.999079558256186,1086.43486317362
"HEG17",7863,3.1170161833434,501.848112211977,7.32641133598658,0.999142020076376,1165.52843774704
"HEG18",7775,3.08213233347026,496.230900755389,7.28659944419522,0.999104073288238,1116.16272499973
"HEG19",7716,3.05872938522523,492.464509285222,7.22312644440329,0.999024837426378,1025.4700365355
"HEG2",7867,3.11860993215578,502.103606891197,7.25548747522316,0.999058578629672,1062.22360307277
"HEG20",7788,3.08731242176812,497.061266778259,7.2554184402737,0.999069354354819,1074.52283818005
"HEG21",7761,3.0766013687296,495.337638636222,7.25676294035673,0.999068961759295,1074.06973879255
"HEG22",7743,3.06943424779139,494.188010187332,7.24787133761677,0.999050888578699,1053.6170754632
"HEG23",7781,3.08453845710398,496.614461371724,7.28236342671307,0.999091731130008,1100.99556754506
"HEG24",7861,3.11625591762508,501.721117335269,7.28900657048184,0.999094110859978,1103.88783331177
"HEG25",7742,3.06905519598092,494.124534970067,7.24296818231895,0.999049451567995,1052.02424866498
"HEG26",7716,3.05875894629454,492.465116890394,7.24614551173285,0.999057747218779,1061.28633412418
"HEG27",7771,3.08055514221066,495.975746404296,7.23343589758549,0.999044755211289,1046.85208631102
"HEG28",7740,3.06824066614028,493.996424735752,7.2166328771223,0.999022323534909,1022.8332538479
"HEG29",7861,3.1162407365588,501.720805301097,7.25792775421254,0.999063886468346,1068.24649594963
"HEG3",7877,3.12260452272251,502.742553621064,7.27345335730198,0.999090675032803,1099.71686258977
"HEG30",7760,3.07618996473323,495.27349844456,7.27313260679302,0.999079574284948,1086.45378290306
"HEG31",7801,3.0924510487144,497.890780596893,7.25529096246509,0.999063090238078,1067.33864950718
"HEG32",7861,3.11620009157034,501.71996987164,7.22442877107615,0.999021901084866,1022.39148262687
"HEG33",7773,3.08134918641619,496.103435571125,7.27997022649695,0.999096921493761,1107.32344208302
"HEG34",7807,3.09483903599119,498.273968435065,7.28059703577047,0.999091390958014,1100.58336841386
"HEG35",7860,3.11582277450859,501.656530312591,7.28876837613153,0.999103571722647,1115.53821456108
"HEG36",7823,3.10116857340953,499.295012800383,7.27283123901501,0.99907951045544,1086.37844493767
"HEG37",7787,3.08688956482608,496.996891180536,7.2845710893379,0.999103648308596,1115.63352821198
"HEG38",7815,3.09800892325917,498.784595825652,7.23800831323338,0.999046491385111,1048.75822240638
"HEG39",7777,3.08294018354446,496.358873691093,7.26806032986854,0.999073916001366,1079.81565546421
"HEG4",7741,3.06866601308783,494.060851515378,7.26853076169612,0.999084768885072,1092.62019580515
"HEG40",7776,3.08254328146681,496.295031574711,7.2565734192551,0.999067489440794,1072.37391590682
"HEG41",7841,3.10831555452368,500.444227290367,7.29070967129456,0.999103867070322,1115.90587387465
"HEG42",7784,3.08571171283226,496.805629040336,7.26865097378376,0.999074192365294,1080.1379925087
"HEG43",7806,3.09445234324691,498.210336162749,7.2872603512029,0.999100078808277,1111.20841380022
"HEG44",7788,3.08731314951653,497.061281736493,7.28683084606643,0.999100959730332,1112.29722820852
"HEG45",7732,3.06493883744339,493.483085335568,7.21963757527191,0.999015393190114,1015.6338448603
"HEG46",7784,3.08573062446355,496.806017752949,7.26140293797478,0.999072617817799,1078.30408993452
"HEG47",7737,3.06710540738525,493.806038064895,7.26580641742167,0.999078046776838,1084.6537274095
"HEG48",7778,3.08330244191968,496.422003731555,7.24602476167694,0.999049771274009,1052.37820395008
"HEG49",7856,3.11426598827486,501.401795371278,7.28025079975825,0.99908868071606,1097.31025955804
"HEG5",7828,3.10314090445038,499.613973045008,7.28736595918051,0.999101955681366,1113.5307904639
"HEG50",7830,3.10392666292515,499.741491904538,7.290106458712,0.999104503379525,1116.69879833751
"HEG6",7841,3.10829357388515,500.443775495131,7.25526175000349,0.999059282920857,1063.01886313227
"HEG7",7737,3.06710227443425,493.805973670006,7.26297772673971,0.999083967345495,1091.66414000827
"HEG8",7760,3.07618803109336,495.273458700066,7.24897417843357,0.999062753235382,1066.95487010615
"HEG9",7802,3.09284382075178,497.954537823547,7.24996375813446,0.999053927787443,1057.00176659627
"HEW1",7781,3.08452682365413,496.614222256039,7.28036676447093,0.999100117527119,1111.25622526948
"HEW10",7750,3.0721869387535,494.634378326047,7.2397664089447,0.9990347297656,1035.97931891252
"HEW11",7816,3.09838562202139,498.84802267864,7.28689969212248,0.999100538429114,1111.77623632608
"HEW12",7740,3.06828213227927,493.997277040196,7.26813928486183,0.999082960128054,1090.4651265354
"HEW13",7764,3.07778361007802,495.528990996625,7.26437700914455,0.999075121354982,1081.22293166446
"HEW14",7831,3.1043303950078,499.805474406942,7.26177197007155,0.999059443820858,1063.20071270147
"HEW15",7777,3.08292104697221,496.35848035357,7.28579130789364,0.999106656678156,1119.39046898077
"HEW16",7778,3.08332327652897,496.422431972397,7.24570491212217,0.999046321679413,1048.57159737529
"HEW17",7786,3.08651279289775,496.933462823484,7.28053447436444,0.99908876755628,1097.41483294607
"HEW18",7827,3.10274058825705,499.55006075385,7.26290253928402,0.999064029848268,1068.41013909397
"HEW19",7744,3.06984175726961,494.252070331262,7.22694425349542,0.999035513459416,1036.82110420609
"HEW2",7764,3.07780610067107,495.529453271393,7.27719428824473,0.999082494091137,1089.91123690907
"HEW20",7790,3.08810453215427,497.188916197026,7.26643066803161,0.999072527855215,1078.1994970117
"HEW21",7797,3.09084765107719,497.635087593482,7.28713645155121,0.999103810362449,1115.83526309497
"HEW22",7828,3.10313627184308,499.613877825037,7.31674617926154,0.999129096841949,1148.23329179109
"HEW23",7779,3.08372090396443,496.486288997989,7.31652390774779,0.99913495353296,1156.00726446685
"HEW24",7786,3.08650187960865,496.933238509673,7.25424903458338,0.999056294563426,1059.65268530227
"HEW25",7791,3.08850289263107,497.252788289509,7.26633417285144,0.999075372936036,1081.5171207647
"HEW26",7799,3.09164801152603,497.762906586184,7.24311204093157,0.999047169142501,1049.5042138169
"HEW27",7733,3.0655112949004,493.550535912222,7.26407923381231,0.999072993212382,1078.74075287963
"HEW28",7817,3.09878033342982,498.911819767444,7.27699822320763,0.999095202284104,1105.21941250664
"HEW29",7853,3.11304860252961,501.209720645091,7.29088476028023,0.999106211186842,1118.83253099427
"HEW3",7843,3.10910301657949,500.57178116639,7.27689599498314,0.99908353933188,1091.15430130878
"HEW30",7772,3.08094768576126,496.039498934555,7.28875703663496,0.99910211679488,1113.73059914469
"HEW31",7792,3.08890368069332,497.316710278831,7.27511961014407,0.99909014950204,1099.08166478151
"HEW32",7783,3.08528014480565,496.741074389957,7.22430678457194,0.999020088078861,1020.49988210932
"HEW33",7830,3.10393763770082,499.741717483269,7.24987841611119,0.999054296350549,1057.41370521309
"HEW34",7859,3.11546258846752,501.593442865712,7.27398569471523,0.999084542290483,1092.34974986169
"HEW35",7740,3.06828333771543,493.997301816876,7.29308660655478,0.99910734919433,1120.25888919669
"HEW36",7789,3.08770423127543,497.125004221215,7.28084894901865,0.99909311378494,1102.67416506436
"HEW37",7805,3.09405349239592,498.146453991073,7.24895539056258,0.999058275895842,1061.8821325532
"HEW38",7801,3.09246635682968,497.891095242485,7.27004156477181,0.999085004943364,1092.90207935835
"HEW39",7787,3.08692133875603,496.997544267654,7.27858133513307,0.999091109062489,1100.24201884796
"HEW4",7802,3.09284576486914,497.954577783365,7.23744579660727,0.999033521042949,1034.68367593941
"HEW40",7664,3.03811490938316,489.145221417651,7.2340771487575,0.999034527354112,1035.76212568945
"HEW41",7792,3.08888984639447,497.316425926753,7.25187926537064,0.999059307531731,1063.04667437159
"HEW42",7774,3.08175044626067,496.167367257908,7.24447746014269,0.999051948589192,1054.79511828113
"HEW43",7823,3.10116418738506,499.294922648968,7.2414016599591,0.999047968314974,1050.38520852645
"HEW44",7754,3.07382644158347,494.890813446731,7.25942606290869,0.999066380698997,1071.10039276769
"HEW45",7828,3.10316528693602,499.614474208036,7.27558667888453,0.999082632986982,1090.07625716813
"HEW46",7766,3.07855540003853,495.656222744239,7.24902445970999,0.999050673442698,1053.37830518757
"HEW47",7878,3.12299210930109,502.806204265464,7.28894513270422,0.999100790196776,1112.08751996952
"HEW48",7870,3.1198160964248,502.295450968118,7.28238665849496,0.999097887893028,1108.50967664786
"HEW49",7694,3.05002409689181,491.060528591453,7.24185574942751,0.999048564127527,1051.04298558826
"HEW5",7782,3.08492372623084,496.678064382676,7.25530275041471,0.999061086221973,1065.06052355626
"HEW50",7827,3.10276521133165,499.550566862448,7.2622364109056,0.99907171458634,1077.25488872749
"HEW51",7840,3.10792255508278,500.380465389461,7.27984199875645,0.999090326742233,1099.29580919461
"HEW6",7724,3.06194063314134,492.975986811182,7.25860540270299,0.999075758177432,1081.96791746752
"HEW7",7761,3.07657840369697,495.337166607986,7.25388297490244,0.999057060865992,1060.51383799279
"HEW8",7828,3.10311505964309,499.613441821894,7.22752801940963,0.999024251296042,1024.85403869256
"HEW9",7793,3.08929621674111,497.380462655313,7.2889858014867,0.999103024780588,1114.85800093336
"SEG1",7842,3.10872955987012,500.508420949695,7.27477266999657,0.999086870417058,1095.13481840958
"SEG10",7774,3.08174076055476,496.167168175886,7.2519146027649,0.999055769023792,1059.06290430702
"SEG11",7743,3.06944654762612,494.188263001571,7.2370416139352,0.999037053320274,1038.47909863969
"SEG12",7827,3.10275960404529,499.550451609198,7.24996917715847,0.999054824625131,1058.00471170626
"SEG13",7790,3.08809749547785,497.188771564115,7.24462489929387,0.999051763473028,1054.58919958859
"SEG14",7831,3.10435673821523,499.806015870949,7.26386319001905,0.999073218605944,1079.00310301154
"SEG15",7762,3.07697772009329,495.401058348949,7.28201972142676,0.999101808715202,1113.3485894659
"SEG16",7771,3.08055054329149,495.975651877076,7.25933746776164,0.999062919907556,1067.14464223861
"SEG17",7703,3.05357528519912,491.634677430357,7.24761102308307,0.999052369956091,1055.2641364924
"SEG18",7812,3.0968238049899,498.59318433244,7.27373911384214,0.999090171016363,1099.10765427869
"SEG19",7796,3.0904582780174,497.571400230572,7.26297637695578,0.999061509611141,1065.54101338853
"SEG2",7808,3.09524420986279,498.337980571047,7.27704168893318,0.999091134243365,1100.27250196141
"SEG20",7882,3.12453875140329,503.060730701572,7.25449876715616,0.999051505598288,1054.3024800096
"SEG21",7855,3.11383751834914,501.337304401579,7.3039395343135,0.999114865872163,1129.77227806535
"SEG22",7799,3.09165359868857,497.763021426081,7.30879651778215,0.999130129965822,1149.59702105927
"SEG23",7822,3.1007480367956,499.230684892797,7.25674475968199,0.999060526506966,1064.42598691173
"SEG24",7847,3.11069626383824,500.827265535953,7.26508746187598,0.999076848505478,1083.24582252698
"SEG25",7760,3.0761757042249,495.273205330245,7.23963206909112,0.999045246943056,1047.39125235294
"SEG26",7770,3.08017663485757,495.9122823762,7.25322330358707,0.999064859424082,1069.35794013416
"SEG27",7733,3.06549154374978,493.550129944104,7.24974022070467,0.999051400756235,1054.18595531539
"SEG28",7886,3.12613718188858,503.316321609675,7.25356714020367,0.999057142569689,1060.6057372536
"SEG29",7848,3.11106799317292,500.890590245904,7.29262989382528,0.999114167459861,1128.88153763529
"SEG3",7781,3.08453530636498,496.614396611025,7.26268444248549,0.999072914899111,1078.64962886434
"SEG30",7738,3.06748230482385,493.86946900371,7.25581535598423,0.999068580905093,1073.63055521184
"SEG31",7799,3.09166768818948,497.763311024422,7.25969733221299,0.999065595374983,1070.20018226213
"SEG32",7724,3.06188217168797,492.974785179362,7.22206811683419,0.999018605019674,1018.95772858704
"SEG33",7809,3.09561630598248,498.401312821313,7.27001476940005,0.999070713857617,1076.09481557085
"SEG34",7706,3.05481277143117,491.827165304394,7.27932535951541,0.999097494861932,1108.02693283306
"SEG35",7897,3.13052555395574,504.019046315997,7.28892376332566,0.999098782012248,1109.60945474999
"SEG36",7799,3.09165165532425,497.762981481716,7.25054711738383,0.999058167124032,1061.75949631455
"SEG37",7828,3.10311432819568,499.613426787423,7.23168362779653,0.999027669597212,1028.45699068236
"SEG38",7856,3.11426721177612,501.401820519324,7.27566050444056,0.999079154921473,1085.95899931381
"SEG39",7714,3.0579817289017,492.337773584021,7.26667389338196,0.999081688147556,1088.95469152287
"SEG4",7839,3.10751246293641,500.316352161783,7.3062383392347,0.999127113755512,1145.62465191106
"SEG40",7770,3.08016743806302,495.91209334393,7.27760452039079,0.999087171385113,1095.49589450961
"SEG41",7821,3.10037452179256,499.167323481189,7.28022816028522,0.999099976616755,1111.08224365792
"SEG42",7819,3.09957462577543,499.039514034683,7.24123138679612,0.999044261761968,1046.31159475141
"SEG43",7806,3.09446036704396,498.210501084628,7.27088698722842,0.999084058265322,1091.77250270406
"SEG44",7807,3.09482541837767,498.273688535969,7.28112733997067,0.999096717006302,1107.0727634377
"SEG45",7748,3.07143079796175,494.507468238416,7.23785627255334,0.999043827196467,1045.83606258723
"SEG46",7771,3.08058007355199,495.976258846871,7.27158189270819,0.999089813564144,1098.67600812969
"SEG47",7756,3.07462604228952,495.018616822571,7.26814564613288,0.999080361291336,1087.38354592828
"SEG48",7784,3.08573814072126,496.806172242787,7.28018811198528,0.999093127973501,1102.69141706886
"SEG49",7819,3.09958802067228,499.039789356595,7.27921608786779,0.999094352048779,1104.18181662258
"SEG5",7820,3.10000002712077,499.103941930741,7.28232804559801,0.99909683227817,1107.21405983558
"SEG50",7758,3.07541114765307,495.14612225909,7.26468584629881,0.999072011205477,1077.59921876449
"SEG6",7851,3.11224868055001,501.081910664485,7.25025633295768,0.999041038094181,1042.7942902971
"SEG7",7760,3.0762061591103,495.273831306905,7.26812153058742,0.999076329336876,1082.63696133647
"SEG8",7703,3.05361367397613,491.635466481421,7.26960873165314,0.999081196045625,1088.37145861029
"SEG9",7812,3.09680823200999,498.592864242465,7.2719844299668,0.999079778671144,1086.69509023798
"SEW1",7800,3.09205317373696,497.826918483312,7.29624024257911,0.999108949347166,1122.27065523092
"SEW10",7769,3.07975892075476,495.848012485769,7.23633317784592,0.999044885365985,1046.9947421878
"SEW11",7748,3.07143055663084,494.507463278043,7.24686427938028,0.999054068441367,1057.15893594415
"SEW12",7778,3.08335525605325,496.42308928499,7.28341353239464,0.999094780544049,1104.70449284582
"SEW13",7780,3.08413089052633,496.550400055627,7.26363547883569,0.999072967403687,1078.71072061191
"SEW14",7849,3.11150645925289,500.955286676766,7.27976150485042,0.999092457280496,1101.87650510479
"SEW15",7809,3.09561727891055,498.401332819108,7.27129094551997,0.999077384604495,1083.87525817541
"SEW16",7824,3.10158838563779,499.359325816007,7.28151560269327,0.999092210845247,1101.57738144863
"SEW17",7853,3.11307991180628,501.21036418307,7.26092134492731,0.999073302152269,1079.10038039731
"SEW18",7780,3.08414567283176,496.550703893209,7.27852461772316,0.999096367321658,1106.64435225458
"SEW19",7812,3.09679947231203,498.59268419345,7.2588201719328,0.999069029256241,1074.14761065683
"SEW2",7770,3.08017469868345,495.912242579827,7.27073727561483,0.999080231835935,1087.23049902088
"SEW20",7693,3.04964900717498,490.997134810019,7.26630148415981,0.999083345794782,1090.92392126437
"SEW21",7787,3.08690702823866,496.997250127304,7.28065495823388,0.999086635627724,1094.85330318718
"SEW22",7826,3.10237464350305,499.486854941274,7.28931762565898,0.999095287161207,1105.32310045977
"SEW23",7828,3.10312895724222,499.613727478366,7.25500684599671,0.999053580588089,1056.613999475
"SEW24",7787,3.08688956482608,496.996891180536,7.28310516963565,0.999101252288153,1112.65930006666
"SEW25",7819,3.09957365160789,499.039494011376,7.26353064544817,0.999069068848655,1074.19329405326
"SEW26",7759,3.07579644859354,495.209725923493,7.25876585978101,0.999080121698501,1087.10032443426
"SEW27",7781,3.08452706601633,496.614227237595,7.2500225231186,0.999059421308431,1063.17526535923
"SEW28",7788,3.08732455097554,497.061516083193,7.27985022621188,0.99909514364944,1105.14779432201
"SEW29",7763,3.07735164875468,495.464428262553,7.25385222657991,0.999053821658952,1056.88320754881
"SEW3",7860,3.11585607027562,501.657214681381,7.2969243284148,0.99910697336773,1119.78743283233
"SEW30",7741,3.06867999786986,494.061138960711,7.28283725337298,0.999097975969385,1108.61791488844
"SEW31",7832,3.10475437692258,499.869873128115,7.2718794415797,0.999087161002936,1095.48343488411
"SEW32",7748,3.07146096477228,494.508088292,7.25536292801016,0.999066384589807,1071.10485654173
"SEW33",7816,3.09838708271412,498.848052702107,7.31960905932862,0.999135267020074,1156.42634572125
"SEW34",7759,3.07580949911298,495.209994166293,7.25952662720013,0.999077660868602,1084.19990647449
"SEW35",7807,3.09484000868475,498.273988427964,7.29172781504694,0.999100464883433,1111.68533788525
"SEW36",7762,3.07700213878129,495.401560255499,7.28570198714317,0.999093161959601,1102.73274327978
"SEW37",7792,3.08890853487732,497.316810052171,7.26839128974551,0.999079755914339,1086.6682172495
"SEW38",7846,3.1103215960757,500.763880426368,7.27077200393063,0.999078341435912,1085.00049689186
"SEW39",7836,3.10632784950117,500.124951045293,7.26737123760394,0.999070511141103,1075.86012508661
"SEW4",7735,3.06628582302779,493.677823942641,7.23942161272037,0.99904903553504,1051.56400354219
"SEW40",7868,3.11901394602091,502.167595184943,7.25903188841572,0.999065757604395,1070.38602048457
"SEW41",7826,3.10236586796605,499.486674567375,7.25097377267788,0.999058794287925,1062.46699012828
"SEW42",7806,3.09441903299929,498.209651497385,7.23719371184824,0.999040030250643,1041.69949174969
"SEW43",7770,3.08012702154771,495.911262611939,7.25936497343272,0.999060752908849,1064.68256268369
"SEW44",7830,3.10396470931189,499.742273918497,7.26828949431204,0.999084756290264,1092.6051600923
