"EP_Plotid","mean","median","sd","mad"
"SEW30",6.11328903054819,6.11328903054819,0.135959270472053,0.0961377221159649
"SEW31",6.14523767665959,6.14523767665959,0.0605772281570081,0.0428345688153051
"SEW32",6.02717064041645,6.02717064041645,0.132386948505007,0.0936117090284849
"SEW33",6.06345696910284,6.06345696910284,0.179888748060566,0.127200553612785
"SEW34",6.20164753426798,6.20164753426798,0.0172709501366293,0.0122124059591453
"SEW35",6.12279132883996,6.12279132883996,0.143301767386413,0.10132965147495
"SEW36",6.05868636392989,6.05868636392989,0.0122090069462613,0.00863307160325499
"SEW37",5.95240879370831,5.95240879370831,0.0581001318246043,0.0410829972010101
"SEW38",6.05177537538111,6.05177537538111,0.0704789756872552,0.04983616163954
"SEW39",6.19985410561785,6.19985410561785,0.127925779795903,0.0904571863822601
"SEW40",6.19814901612699,6.19814901612699,0.0653313831201435,0.0461962640285498
"SEW41",6.06100293211639,6.06100293211639,0.20279865452932,0.14340030383319
"SEW21",6.22239305432885,6.22239305432885,0.0686713022278514,0.0485579434782246
"SEW22",6.09617307754234,6.09617307754234,0.0986062006912227,0.0697251131758052
"SEW23",6.0057938142214,6.0057938142214,0.0142009336515908,0.0100415764842201
"SEW24",6.03777296235785,6.03777296235785,0.127802918966618,0.0903703106567302
"HEW51",5.93397721676156,5.93397721676156,0.033874246777632,0.0239527096040502
"SEW1",6.00898054912687,6.00898054912687,0.149066561695846,0.105405976623295
"SEW2",6.16012181355618,6.16012181355618,0.173573741000088,0.12273516929708
"SEW3",6.05666950321756,6.05666950321756,0.116748601853312,0.082553728064525
"SEW4",6.24481363208033,6.24481363208033,0.0202743875084938,0.0143361568916598
"SEW5",6.13470242274925,6.13470242274925,0.215229589328404,0.15219030212611
"SEW6",6.21643063304946,6.21643063304946,0.113303854906418,0.080117924138905
"SEW7",6.11890462446027,6.11890462446027,0.23912446922736,0.1690865337383
"SEW8",6.28016256499104,6.28016256499104,0.00312225414518798,0.00220776707865022
"SEW9",6.09137528645806,6.09137528645806,0.083330428230747,0.0589235108811401
"SEW10",6.10950898211449,6.10950898211449,0.0822962744991162,0.0581922537647146
"SEW11",5.97610667143017,5.97610667143017,0.0854047665787524,0.06039028959349
"SEW12",6.00090648457408,6.00090648457408,0.10408011088654,0.0735957521945201
"SEW13",6.16177246444859,6.16177246444859,0.174916726488584,0.12368480344303
"SEW14",6.0061560976319,6.0061560976319,0.105675271242967,0.07472370089963
"SEW15",6.18565694065765,6.18565694065765,0.0788536543217156,0.055757953692225
"SEW16",6.09675193522125,6.09675193522125,0.266515070249874,0.188454613462095
"SEW17",5.951024793135,5.951024793135,0.0210459802691867,0.0148817553650602
"SEW18",6.27419870239682,6.27419870239682,0.0271884752737627,0.0192251552362004
"SEW19",6.02058224505745,6.02058224505745,0.163055575066225,0.1152977028396
"SEW20",6.06909323656,6.06909323656,0.0858954496062971,0.0607372548896801
"HEW50",5.98080215859227,5.98080215859227,0.0184513644302798,0.0130470849107951
"HEW1",6.130761958519,6.130761958519,0.12030809221233,0.0850706678349549
"HEW2",6.1885265073739,6.1885265073739,0.0689134926390905,0.0487291979603501
"HEW3",6.20576135246083,6.20576135246083,0.0798782363064895,0.0564824425615402
"HEW4",6.07865134379826,6.07865134379826,0.137876140028064,0.0974931535776697
"HEW5",6.01822158591822,6.01822158591822,0.138933025530726,0.09824048448354
"HEW6",6.02766567305662,6.02766567305662,0.114457358898272,0.0809335746336703
"HEW7",6.17280098902993,6.17280098902993,0.103645173519889,0.0732882050331702
"HEW8",6.09049714538268,6.09049714538268,0.184301261789193,0.130320671992375
"HEW9",6.00368523490615,6.00368523490615,0.13284877556101,0.0939382700715199
"HEW10",6.04924478568137,6.04924478568137,0.118620344778622,0.0838772501796501
"HEW11",6.09803537456319,6.09803537456319,0.191323583649256,0.1352862033993
"HEW12",6.18544168598019,6.18544168598019,0.121642613691669,0.0860143170226348
"HEW14",6.13036729651504,6.13036729651504,0.104352831223603,0.0737885945942249
"HEW15",6.0225563000422,6.0225563000422,0.145001919559601,0.10253184060566
"HEW16",6.01508018425666,6.01508018425666,0.0969370991550092,0.0685448801610598
"HEW17",6.14064168483019,6.14064168483019,0.0899805010905201,0.0636258224956703
"HEW18",6.05682708388195,6.05682708388195,0.17755504814841,0.125550378579645
"HEW19",6.04456989564933,6.04456989564933,0.00739510454482616,0.00522912857123004
"HEW20",6.18813071097247,6.18813071097247,0.145933694052238,0.10319070466794
"HEW21",6.26357075711713,6.26357075711713,0.0231992794207801,0.0164043677970751
"HEW22",6.04495716979727,6.04495716979727,0.166216399636412,0.11753274332732
"HEW23",6.06649819714949,6.06649819714949,0.159103516908806,0.112503175716845
"HEW24",6.14390506111086,6.14390506111086,0.091579863356028,0.0647567423991848
"HEW26",6.0762545613572,6.0762545613572,0.0951527338906537,0.0672831433825203
"HEW27",6.01389182326384,6.01389182326384,0.130904415130365,0.0925633996259401
"HEW28",6.08022046079859,6.08022046079859,0.0503776584828381,0.0356223839335148
"HEW29",5.99166008587927,5.99166008587927,0.104806458873654,0.07410935778171
"HEW30",6.13700946141034,6.13700946141034,0.180097405978141,0.12734809704125
"HEW31",6.19760365979746,6.19760365979746,0.0198395935728255,0.01402871115133
"HEW32",6.13079968476668,6.13079968476668,0.19993298203434,0.14137396737933
"HEW33",6.2201157160569,6.2201157160569,0.0577850774148359,0.0408602200914201
"HEW34",6.09857392455451,6.09857392455451,0.0192630122387081,0.0136210065800699
"HEW35",6.04485438629053,6.04485438629053,0.181031916657357,0.128008895879615
"HEW36",6.1168778847903,6.1168778847903,0.0280728202714026,0.0198504815809399
"HEW37",6.12208220679313,6.12208220679313,0.0186563647916567,0.0131920420564704
"HEW38",6.11833018991165,6.11833018991165,0.099248758175175,0.07017946993001
"HEW39",5.96337091526948,5.96337091526948,0.065819602927809,0.0465414875652597
"HEW40",6.01249903352,6.01249903352,0.072148421378837,0.0510166380088801
"HEW41",6.04757664203643,6.04757664203643,0.147170038465097,0.104064932186155
"HEW42",6.07598136332818,6.07598136332818,0.0588365249862161,0.0416037057992051
"HEW43",6.18563447934575,6.18563447934575,0.130821619753807,0.092504854453725
"HEW44",6.00668099047616,6.00668099047616,0.00610770633727035,0.00431880056857992
"HEW45",6.22799067492597,6.22799067492597,0.0199726522931037,0.0141227978747347
"HEW46",6.00107119367458,6.00107119367458,0.0307180438728099,0.0217209371272498
"HEW47",6.01840131017379,6.01840131017379,0.031472119612998,0.022254149196665
"HEW48",6.11420512953773,6.11420512953773,0.114141729118161,0.0807103906758098
"HEW49",6.08971710610203,6.08971710610203,0.163800056339777,0.115824130596595
"HEW25",5.96968935150653,5.96968935150653,0.0870711067719873,0.0615685700438902
"SEG27",6.15791956167669,6.15791956167669,0.0339241203288595,0.0239879755303249
"SEG28",6.06885825255886,6.06885825255886,0.0099943645054518,0.0070670829154551
"SEG29",6.29440538459458,6.29440538459458,0.00669250801906342,0.00473231780342509
"SEG30",6.05359519044869,6.05359519044869,0.125561556872648,0.0887854283209899
"SEG31",6.09412881857715,6.09412881857715,0.0199817855151743,0.0141292560379949
"SEG32",6.07644324800931,6.07644324800931,0.0937045765393383,0.06625914149918
"SEG33",6.16983497575857,6.16983497575857,0.127519357406448,0.0901698023546502
"SEG34",6.19634136036038,6.19634136036038,0.0306135698037364,0.0216470628045498
"SEG35",6.07727922969497,6.07727922969497,0.140211271813541,0.0991443410981452
"SEG36",6.17921768589876,6.17921768589876,0.0413145593492591,0.0292138050775952
"SEG37",6.10114209502935,6.10114209502935,0.134361670471649,0.0950080483220552
"SEG38",6.12476632394828,6.12476632394828,0.215053255804589,0.15206561549567
"SEG39",6.10814298330806,6.10814298330806,0.159860639668591,0.11303854235448
"SEG40",6.0472782317549,6.0472782317549,0.0970862480932547,0.0686503443866999
"SEG41",6.17609564270824,6.17609564270824,0.0204059709573603,0.0144292004406452
"SEG42",6.13591989385896,6.13591989385896,0.0739641874282736,0.0523005784954851
"SEG43",6.10841201059521,6.10841201059521,0.207881674304953,0.146994541585445
"SEG44",6.16466023405082,6.16466023405082,0.0181441021825392,0.0128298176918151
"SEG45",6.26448637773283,6.26448637773283,0.0326473685469574,0.0230851756874499
"SEG46",6.23926744558848,6.23926744558848,0.0359005989629774,0.02538555697538
"AEG1",6.11672967574559,6.11672967574559,0.138762105769601,0.0981196259614099
"AEG2",6.03960229046643,6.03960229046643,0.11850120512092,0.0837930057197802
"AEG3",5.99242293993011,5.99242293993011,0.0501481175262202,0.0354600739665303
"AEG4",6.19175766794942,6.19175766794942,0.0935016626445174,0.0661156597081551
"AEG5",6.22931168694049,6.22931168694049,0.0101383806819392,0.00716891773044992
"AEG6",6.20530623225496,6.20530623225496,0.0251900831760179,0.0178120786324154
"AEG7",6.14188838237897,6.14188838237897,0.153726430536872,0.108701001480225
"AEG8",6.04992548488081,6.04992548488081,0.207622014420144,0.146810934320095
"AEG9",6.08733361894265,6.08733361894265,0.13096105226296,0.0926034481264648
"AEG10",6.21081951274537,6.21081951274537,0.0609583565763223,0.0431040673051051
"AEG11",6.08630142193288,6.08630142193288,0.10010662928847,0.0707860764116051
"AEG12",5.96325518148952,5.96325518148952,0.0741798649693289,0.0524530855473149
"AEG13",5.90825726990588,5.90825726990588,0.000218851923142779,0.000154751678929976
"AEG14",6.19813229180872,6.19813229180872,0.0873577494643466,0.061771257035435
"AEG15",6.25352644254453,6.25352644254453,0.0473901778419655,0.0335099161136903
"AEG16",6.06950045078993,6.06950045078993,0.0925923642100911,0.06547268861905
"AEG17",6.24560214616359,6.24560214616359,0.0726756463825902,0.0513894423842451
"AEG18",6.18641344788485,6.18641344788485,0.0482400986766886,0.0341109008993947
"AEG19",6.1709648785647,6.1709648785647,0.10524285926279,0.0744179394561799
"SEG47",6.22482047309168,6.22482047309168,0.072932429679132,0.0515710155945253
"SEG48",5.96572103505023,5.96572103505023,0.0843297438383756,0.0596301337238399
"SEG49",5.93643623185344,5.93643623185344,0.003097014636665,0.00218992005101981
"SEG50",6.06982130641118,6.06982130641118,0.125286279538971,0.0885907778516399
"AEG25",6.10215647178702,6.10215647178702,0.232139788256726,0.16414761845954
"AEG26",5.94613954373636,5.94613954373636,0.0620744531986399,0.0438932667952052
"AEG27",6.10183892683126,6.10183892683126,0.239261290409972,0.169183280924335
"AEG28",6.13090615761466,6.13090615761466,0.0395568388615494,0.0279709090013052
"AEG29",5.96977192349732,5.96977192349732,0.0708262998315912,0.0500817568972698
"AEG30",6.19681695345789,6.19681695345789,0.0508796174387258,0.0359773225151003
"AEG31",5.91900259274989,5.91900259274989,0.0118910248451669,0.00840822430327526
"AEG32",5.98617043122649,5.98617043122649,0.0864174224541823,0.0611063454300149
"AEG33",6.12040282990784,6.12040282990784,0.00560270925215415,0.00396171370521481
"AEG34",6.25172491776757,6.25172491776757,0.00986790980120592,0.0069776659365699
"AEG35",6.16705505042336,6.16705505042336,0.107576358121302,0.0760679723229249
"AEG36",6.00701773418113,6.00701773418113,0.0796830441094448,0.0563444208353752
"AEG37",6.13548972066492,6.13548972066492,0.119570759373554,0.0845492947846651
"AEG38",6.09532832028344,6.09532832028344,0.24340653813058,0.172114413697275
"AEG39",6.0684706160333,6.0684706160333,0.0723366484140334,0.0511497346218701
"AEG40",5.99883355493658,5.99883355493658,0.118944453450979,0.0841064296197152
"AEG41",6.13204806628637,6.13204806628637,0.128656460413183,0.0909738556016202
"AEG20",5.95646398193203,5.95646398193203,0.053103615953067,0.0375499269459398
"AEG21",6.17342660850845,6.17342660850845,0.10690639115883,0.0755942341405902
"AEG22",6.07045316589065,6.07045316589065,0.188408119591853,0.133224658994005
"AEG23",6.22197950268164,6.22197950268164,0.0439677091923589,0.0310898653231551
"AEG24",6.14474367662333,6.14474367662333,0.113847625314092,0.08050242788158
"AEG46",5.97866758625023,5.97866758625023,0.109426546423887,0.077376253018155
"AEG47",6.07286332543008,6.07286332543008,0.00707167476599394,0.00500042918138011
"AEG48",6.14908883906901,6.14908883906901,0.0529755571661141,0.0374593757092949
"AEG49",6.19024522122927,6.19024522122927,0.00385046923768835,0.00272269290871963
"AEG50",6.00166939799674,6.00166939799674,0.0485460926994118,0.0343272713478648
"AEW1",6.04527773768641,6.04527773768641,0.00834755654475574,0.00590261383913493
"AEW2",6.1341710420791,6.1341710420791,0.165105679042179,0.116747345263135
"AEW3",6.02462669899687,6.02462669899687,0.0381455174606987,0.0269729540683299
"AEW4",6.08976356494241,6.08976356494241,0.177533364055841,0.125535045610745
"AEW5",6.07147119301372,6.07147119301372,0.124484294356545,0.0880236886907353
"AEW6",6.11283584535122,6.11283584535122,0.130798035233493,0.0924881776794799
"AEW7",5.94997058659792,5.94997058659792,0.0359407042576582,0.0254139157012103
"AEW8",6.1007301368285,6.1007301368285,0.0575450740299154,0.0406905120704351
"AEW9",6.06166062005796,6.06166062005796,0.0924660612344989,0.0653833789285247
"AEW10",6.19532504039817,6.19532504039817,0.138670606805404,0.0980549264233548
"AEG42",6.10306767341681,6.10306767341681,0.127857400683028,0.0904088350478549
"AEG43",6.05975739820861,6.05975739820861,0.0287576279953541,0.020334713766355
"AEG44",6.09929023510776,6.09929023510776,0.0127506491356593,0.00901607046835506
"AEG45",6.0204538139049,6.0204538139049,0.0692492171146026,0.048966591013595
"AEW15",6.09336497443728,6.09336497443728,0.0752551710813975,0.05321344179101
"AEW16",5.94351929021068,5.94351929021068,0.0105270630677435,0.00744375768117989
"AEW17",6.240705825435,6.240705825435,0.0450303456325,0.0318412627559148
"AEW18",6.1054106565658,6.1054106565658,0.0544225859038504,0.03848257954232
"AEW19",6.04850799934939,6.04850799934939,0.0396431596244228,0.0280319469980901
"AEW20",6.23853601268493,6.23853601268493,0.00311997386897941,0.00220615467988017
"AEW21",5.98884785291739,5.98884785291739,0.0772377768794749,0.0546153557952502
"AEW22",6.13941319803707,6.13941319803707,0.0245880498869139,0.0173863768111899
"AEW23",6.12941029942595,6.12941029942595,0.154625694070087,0.109336876822635
"AEW24",6.04785750643351,6.04785750643351,0.129639074673548,0.0916686688084147
"AEW25",6.12765375608578,6.12765375608578,0.0621681575625317,0.0439595257863399
"AEW26",6.20219101817347,6.20219101817347,0.0688375942650143,0.0486755297053598
"AEW27",6.13658544123173,6.13658544123173,0.10247060268922,0.0724576580338199
"AEW28",6.13597175921313,6.13597175921313,0.193809028679659,0.137043678434565
"AEW29",6.00728836865165,6.00728836865165,0.00863581807122313,0.00610644551925521
"AEW30",6.0938335838262,6.0938335838262,0.252321870413275,0.1784185056109
"AEW31",6.01074341852218,6.01074341852218,0.0112276334496011,0.00793913574888983
"AEW11",6.05925099938177,6.05925099938177,0.148683156622321,0.105134868295865
"AEW12",6.08550031925552,6.08550031925552,0.0702583892895928,0.0496801835019154
"AEW13",5.95028981533832,5.95028981533832,0.0443839685245581,0.0313842051196853
"AEW14",6.09594137500972,6.09594137500972,0.216162202543325,0.152849759254605
"AEW37",6.06138145243749,6.06138145243749,0.0127218917482231,0.00899573592468972
"AEW38",6.07605638154782,6.07605638154782,0.0149656612174936,0.0105823205318303
"AEW39",6.02468349160626,6.02468349160626,0.0780572597211787,0.055194817669685
"AEW40",6.19899255344644,6.19899255344644,0.0421381325426208,0.0297961592674247
"AEW41",6.14812097116373,6.14812097116373,0.0624377063492444,0.0441501255612851
"AEW42",6.09938907097094,6.09938907097094,0.0791132241835008,0.055941497301685
"AEW43",6.13330382537097,6.13330382537097,0.0649452099864813,0.0459231983870252
"AEW44",6.16966840880923,6.16966840880923,0.0752853022585226,0.0532347477506803
"AEW45",6.12764957286418,6.12764957286418,0.0119410528909318,0.00844359947368511
"AEW46",6.03916201419197,6.03916201419197,0.0457022801942611,0.0323163922410497
"AEW47",6.00894535230473,6.00894535230473,0.0231748550586542,0.0163870971649898
"AEW48",5.99432474495843,5.99432474495843,0.0180836611651676,0.0127870794385698
"AEW49",6.05160704394802,6.05160704394802,0.0335638922683077,0.0237332558259351
"AEW50",6.05734401918017,6.05734401918017,0.0907446532860883,0.0641661596950152
"HEG1",6.1378814205993,6.1378814205993,0.00389763854174282,0.00275604664348039
"HEG2",6.01842204434797,6.01842204434797,0.0246850307731599,0.0174549526534999
"HEG3",6.08535663210787,6.08535663210787,0.0285838150506334,0.020211809454485
"AEW32",6.27175837936811,6.27175837936811,0.0221557781767011,0.0156665009912103
"AEW33",6.02693257369101,6.02693257369101,0.0834915808548652,0.0590374629944601
"AEW34",6.07303155520931,6.07303155520931,0.144216926801111,0.10197676690295
"AEW35",5.95169876390137,5.95169876390137,0.0136335216936302,0.00964035564101984
"AEW36",6.15102114500478,6.15102114500478,0.166009381297096,0.11738635925576
"HEG9",6.00639433832839,6.00639433832839,0.120155234614835,0.0849625811912102
"HEG10",6.24930234979839,6.24930234979839,0.0649943546606446,0.0459579489193853
"HEG11",6.02047170223669,6.02047170223669,0.0402777182292094,0.028480647690595
"HEG12",6.08862523413263,6.08862523413263,0.0919385639225954,0.0650103820022201
"HEG13",6.07941325288266,6.07941325288266,0.0860718338380405,0.0608619773760402
"HEG14",6.1689121499192,6.1689121499192,0.172611599439689,0.12205483247526
"HEG15",6.07978508733213,6.07978508733213,0.0332986113109953,0.0235456738620998
"HEG16",6.18701034076512,6.18701034076512,0.0451292598737102,0.0319112056866304
"HEG17",6.1323212523479,6.1323212523479,0.0101694882830056,0.00719091412611039
"HEG18",6.12295643640682,6.12295643640682,0.107639892585657,0.07611289797351
"HEG19",6.03887848402374,6.03887848402374,0.0164006249588708,0.0115969931241149
"HEG20",6.0679963494651,6.0679963494651,0.108398203293872,0.0766491046175348
"HEG21",6.1354144578334,6.1354144578334,0.167049089588228,0.118121544038875
"HEG22",6.09169970736838,6.09169970736838,0.0566118824812032,0.0400306459981947
"HEG23",6.07916084695607,6.07916084695607,0.226024706681947,0.159823602810505
"HEG24",6.0476511512883,6.0476511512883,0.0552287910394925,0.03905265266076
"HEG25",6.15291335666553,6.15291335666553,0.132796935266616,0.093901613447815
"HEG4",6.11977621377445,6.11977621377445,0.160413192096556,0.113429255923255
"HEG5",6.01360501488671,6.01360501488671,0.0341303266828003,0.0241337854415202
"HEG6",6.09100928050466,6.09100928050466,0.0794945192145673,0.0562111136037848
"HEG7",6.13565168050118,6.13565168050118,0.0885245178596805,0.0625962868798497
"HEG8",6.19141838536598,6.19141838536598,0.0544158863988663,0.0384778422769152
"HEG26",6.03257624697872,6.03257624697872,0.0746835278432763,0.052809228980915
"HEG27",6.15325114550069,6.15325114550069,0.183805308561652,0.12996998010203
"HEG28",6.1229096760042,6.1229096760042,0.0445982710905303,0.03153573991731
"HEG29",6.06209891745821,6.06209891745821,0.063654120571106,0.0450102603062952
"HEG30",6.11024727146142,6.11024727146142,0.135446451524537,0.0957751043606549
"HEG31",6.07373566604219,6.07373566604219,0.211373732801516,0.149463799828665
"HEG32",6.15864802021533,6.15864802021533,0.0877277694231863,0.0620329006575049
"HEG33",6.21310385940597,6.21310385940597,0.0242291063174306,0.017132565379145
"HEG34",6.01793601238169,6.01793601238169,0.0319391263191296,0.0225843728054302
"HEG35",6.04262576061301,6.04262576061301,0.0380399886667523,0.0268983339425199
"HEG36",6.15126079237088,6.15126079237088,0.0695239554954507,0.049160860385745
"HEG37",6.17730458350852,6.17730458350852,0.0774416774715228,0.0547595352865753
"HEG38",6.20725415758788,6.20725415758788,0.0777467853567527,0.0549752791412148
"HEG39",6.11516090226359,6.11516090226359,0.0422871732161432,0.029901546938345
"HEG40",6.16465557944029,6.16465557944029,0.152007152321395,0.107485288195315
"HEG41",6.1106029657647,6.1106029657647,0.0148716624842068,0.0105158533901002
"HEG42",6.23685963698663,6.23685963698663,0.0226148795828494,0.01599113470875
"HEG43",6.09157250812278,6.09157250812278,0.00977066444349721,0.00690890308469516
"HEG44",6.29349233261309,6.29349233261309,0.00132852839504448,0.000939411437134829
"HEG45",6.03441669647582,6.03441669647582,0.18123512070687,0.12815258284099
"HEG46",6.05030137258582,6.05030137258582,0.101219595914592,0.0715730626601703
"HEG47",6.18515091626905,6.18515091626905,0.0853004362040866,0.0603165168780802
"HEG48",6.11188662648201,6.11188662648201,0.125303952502804,0.08860327452421
"HEG49",6.03377686664462,6.03377686664462,0.00597031261606021,0.00422164853661977
"HEG50",6.25155220939778,6.25155220939778,0.00986961200705655,0.00697886957786986
