"Variables","VIF"
"clim_var46_median_19007_20240102",3.47594370626626
"clim_var47_median_19007_20240102",3.18801931271881
"clim_var49_median_19007_20240102",3.70027378984969
"clim_var50_median_19007_20240102",3.10722934396133
"clim_var1_mad_19007_20240102",2.90503505070876
"clim_var2_mad_19007_20240102",2.68559777859985
"clim_var3_mad_19007_20240102",3.15641868348955
"clim_var4_mad_19007_20240102",3.2356540660187
"clim_var5_mad_19007_20240102",2.9614154857461
"clim_var6_mad_19007_20240102",2.57684262303281
"clim_var7_mad_19007_20240102",3.3663719491424
"clim_var8_mad_19007_20240102",3.46277367369357
"clim_var9_mad_19007_20240102",3.79907076825547
"clim_var11_mad_19007_20240102",2.93960763451288
"clim_var12_mad_19007_20240102",3.05753452701458
"clim_var13_mad_19007_20240102",3.08310124487572
"clim_var14_mad_19007_20240102",3.19371649144941
"clim_var15_mad_19007_20240102",3.13960645536266
"clim_var16_mad_19007_20240102",3.28076609869223
"clim_var17_mad_19007_20240102",3.33150096324725
"clim_var18_mad_19007_20240102",3.47560400143653
"clim_var19_mad_19007_20240102",2.95218621321307
"clim_var20_mad_19007_20240102",2.92189123461643
"clim_var21_mad_19007_20240102",3.45118870917038
"clim_var22_mad_19007_20240102",3.58112295969325
"clim_var23_mad_19007_20240102",3.00784490466177
"clim_var24_mad_19007_20240102",2.87619968785232
"clim_var25_mad_19007_20240102",3.39779706744748
"clim_var26_mad_19007_20240102",2.96138766393021
"clim_var28_mad_19007_20240102",3.23193860955939
"clim_var29_mad_19007_20240102",3.47557846953973
"clim_var30_mad_19007_20240102",2.78687071316968
"clim_var31_mad_19007_20240102",3.59082658740979
"clim_var32_mad_19007_20240102",2.83628026357093
"clim_var33_mad_19007_20240102",2.84781677752272
"clim_var34_mad_19007_20240102",3.27323217253354
"clim_var35_mad_19007_20240102",3.20177706146088
"clim_var36_mad_19007_20240102",3.15433043141395
"clim_var37_mad_19007_20240102",3.07573558407099
"clim_var38_mad_19007_20240102",2.9532158719046
"clim_var39_mad_19007_20240102",2.97943299389478
"clim_var40_mad_19007_20240102",3.35901223495002
"clim_var41_mad_19007_20240102",3.10434245165919
"clim_var42_mad_19007_20240102",3.35174405980826
"clim_var43_mad_19007_20240102",3.28149131657123
"clim_var44_mad_19007_20240102",3.07846241644114
"clim_var45_mad_19007_20240102",2.6072543936431
"clim_var46_mad_19007_20240102",3.09826944118487
"clim_var47_mad_19007_20240102",3.05998187097027
"clim_var48_mad_19007_20240102",3.20844743869126
"clim_var49_mad_19007_20240102",3.52463323797974
"clim_var50_mad_19007_20240102",3.68975140731258
"clim_var1_min_19007_20240102",2.86247158323414
"clim_var2_min_19007_20240102",3.03985849252563
"clim_var3_min_19007_20240102",3.29580248439529
"clim_var4_min_19007_20240102",2.8117656322634
"clim_var5_min_19007_20240102",3.70718007416867
"clim_var6_min_19007_20240102",3.53082735568897
"clim_var7_min_19007_20240102",3.46343941830667
"clim_var8_min_19007_20240102",2.57838659798184
"clim_var9_min_19007_20240102",2.85655601742956
"clim_var10_min_19007_20240102",3.18971819423368
"clim_var11_min_19007_20240102",3.06194131481011
"clim_var12_min_19007_20240102",3.40261953860079
"clim_var13_min_19007_20240102",2.41963856058183
"clim_var14_min_19007_20240102",2.97566913826781
"clim_var15_min_19007_20240102",3.67362404152686
"clim_var16_min_19007_20240102",3.45970621117158
"clim_var17_min_19007_20240102",2.81867846227951
"clim_var18_min_19007_20240102",3.08073300630645
"clim_var19_min_19007_20240102",2.92177186617343
"clim_var20_min_19007_20240102",3.00807801183976
"clim_var21_min_19007_20240102",2.96162182652337
"clim_var22_min_19007_20240102",2.84950166079425
"clim_var23_min_19007_20240102",3.24462462297413
"clim_var24_min_19007_20240102",3.05655448037634
"clim_var25_min_19007_20240102",2.64904583949199
"clim_var26_min_19007_20240102",3.37911565916622
"clim_var27_min_19007_20240102",2.49962605373273
"clim_var28_min_19007_20240102",2.87239645950739
"clim_var29_min_19007_20240102",3.33004325355312
"clim_var30_min_19007_20240102",2.84651555263876
"clim_var31_min_19007_20240102",2.94748013802746
"clim_var32_min_19007_20240102",2.98251257685445
"clim_var34_min_19007_20240102",3.26314555982771
"clim_var35_min_19007_20240102",3.21099377767237
"clim_var36_min_19007_20240102",3.20111361563558
"clim_var37_min_19007_20240102",2.59980737297227
"clim_var38_min_19007_20240102",3.26518779852581
"clim_var40_min_19007_20240102",2.9831832674065
"clim_var41_min_19007_20240102",2.62916352454103
"clim_var42_min_19007_20240102",2.71081836369369
"clim_var43_min_19007_20240102",2.98726969259093
"clim_var44_min_19007_20240102",2.99488617596325
"clim_var45_min_19007_20240102",3.58896622527467
"clim_var46_min_19007_20240102",3.00981800438056
"clim_var47_min_19007_20240102",2.7260325818136
"clim_var48_min_19007_20240102",3.21131328833242
"clim_var49_min_19007_20240102",3.52400331164176
"clim_var50_min_19007_20240102",3.28841843410414
"clim_var1_max_19007_20240102",2.52358541055215
"clim_var2_max_19007_20240102",3.01419827224194
"clim_var3_max_19007_20240102",3.11173290707016
"clim_var4_max_19007_20240102",3.31737648512109
"clim_var5_max_19007_20240102",2.8661645701468
"clim_var6_max_19007_20240102",3.29731929740262
"clim_var7_max_19007_20240102",2.50981610577822
"clim_var8_max_19007_20240102",3.45595882045661
"clim_var9_max_19007_20240102",3.38837284676277
"clim_var11_max_19007_20240102",2.53716305324256
"clim_var12_max_19007_20240102",2.89603041042819
"clim_var13_max_19007_20240102",3.51501086221701
"clim_var14_max_19007_20240102",2.88803705172529
"clim_var15_max_19007_20240102",3.17727784066853
"clim_var16_max_19007_20240102",2.61715309977361
"clim_var17_max_19007_20240102",3.37691837727478
"clim_var18_max_19007_20240102",3.03890571373963
"clim_var19_max_19007_20240102",3.13807168607437
"clim_var20_max_19007_20240102",3.03981761501483
"clim_var21_max_19007_20240102",3.19652243446775
"clim_var22_max_19007_20240102",3.25776013203381
"clim_var23_max_19007_20240102",2.9447492945306
"clim_var24_max_19007_20240102",3.2141661158009
"clim_var25_max_19007_20240102",3.53112288165659
"clim_var26_max_19007_20240102",3.39741975342695
"clim_var27_max_19007_20240102",3.02540747431408
"clim_var28_max_19007_20240102",3.20953445987839
"clim_var29_max_19007_20240102",3.20922785403234
"clim_var30_max_19007_20240102",2.52752593540689
"clim_var31_max_19007_20240102",2.74110275315066
"clim_var32_max_19007_20240102",3.60890249388434
"clim_var33_max_19007_20240102",3.21869951640836
"clim_var34_max_19007_20240102",2.91434821618388
"clim_var36_max_19007_20240102",3.53546831766933
"clim_var37_max_19007_20240102",3.39439798919334
"clim_var38_max_19007_20240102",2.87478474167623
"clim_var39_max_19007_20240102",2.86351245941045
"clim_var40_max_19007_20240102",2.93229243457326
"clim_var41_max_19007_20240102",2.38705868252209
"clim_var42_max_19007_20240102",2.68477215723744
"clim_var43_max_19007_20240102",2.70269548043063
"clim_var44_max_19007_20240102",3.0089735170701
"clim_var45_max_19007_20240102",3.289577069405
"clim_var46_max_19007_20240102",3.00238945542199
"clim_var47_max_19007_20240102",3.00828442420014
"clim_var48_max_19007_20240102",3.53786797444108
"clim_var49_max_19007_20240102",3.05363689515686
"clim_var50_max_19007_20240102",3.40860494268396
"Shannon_25067_2",2.76496836813484
