"Variables","VIF"
"clim_var25_mad_19007_20240102",2.73990376605623
"clim_var26_mad_19007_20240102",2.58867727232357
"clim_var28_mad_19007_20240102",2.82830705816785
"clim_var29_mad_19007_20240102",2.67069334154975
"clim_var30_mad_19007_20240102",2.40296530533446
"clim_var32_mad_19007_20240102",2.38605976647784
"clim_var33_mad_19007_20240102",2.36358791932563
"clim_var34_mad_19007_20240102",2.53699269260016
"clim_var35_mad_19007_20240102",2.44153427972732
"clim_var36_mad_19007_20240102",2.33650929349458
"clim_var37_mad_19007_20240102",2.76163746401756
"clim_var38_mad_19007_20240102",2.68863421396762
"clim_var39_mad_19007_20240102",2.42120374316922
"clim_var40_mad_19007_20240102",2.75023249071542
"clim_var41_mad_19007_20240102",2.56190566252688
"clim_var42_mad_19007_20240102",2.7704571171353
"clim_var43_mad_19007_20240102",2.78034342690743
"clim_var44_mad_19007_20240102",2.59552315446482
"clim_var45_mad_19007_20240102",2.1579062396088
"clim_var46_mad_19007_20240102",2.77742319038988
"clim_var47_mad_19007_20240102",2.4067478558292
"clim_var48_mad_19007_20240102",2.47822395644083
"clim_var49_mad_19007_20240102",2.57953236709997
"clim_var50_mad_19007_20240102",2.66740879967671
"clim_var1_min_19007_20240102",2.46826182178174
"clim_var2_min_19007_20240102",2.46734861345548
"clim_var3_min_19007_20240102",2.81783523997978
"clim_var4_min_19007_20240102",2.4505676095871
"clim_var5_min_19007_20240102",2.53896338424555
"clim_var7_min_19007_20240102",2.8030122643709
"clim_var8_min_19007_20240102",2.0880509864378
"clim_var9_min_19007_20240102",2.21873229464864
"clim_var10_min_19007_20240102",2.76012392268338
"clim_var11_min_19007_20240102",2.47780097326964
"clim_var12_min_19007_20240102",2.82864144416254
"clim_var13_min_19007_20240102",2.14846454505825
"clim_var14_min_19007_20240102",2.67445834689113
"clim_var16_min_19007_20240102",2.69476251821433
"clim_var17_min_19007_20240102",2.34736175943127
"clim_var18_min_19007_20240102",2.46452728870973
"clim_var19_min_19007_20240102",2.5512296370296
"clim_var20_min_19007_20240102",2.55327143948045
"clim_var21_min_19007_20240102",2.59754300004175
"clim_var22_min_19007_20240102",2.20111586112103
"clim_var23_min_19007_20240102",2.46394307459109
"clim_var24_min_19007_20240102",2.55509924434623
"clim_var25_min_19007_20240102",2.4824776266773
"clim_var26_min_19007_20240102",2.68473281995139
"clim_var27_min_19007_20240102",2.09518899374861
"clim_var28_min_19007_20240102",2.35355359367801
"clim_var29_min_19007_20240102",2.45501781475609
"clim_var30_min_19007_20240102",2.47445323442467
"clim_var31_min_19007_20240102",2.36328510092549
"clim_var32_min_19007_20240102",2.49971328443986
"clim_var34_min_19007_20240102",2.9075299389521
"clim_var35_min_19007_20240102",2.65643840989961
"clim_var36_min_19007_20240102",2.71807688922295
"clim_var37_min_19007_20240102",2.37019506830038
"clim_var38_min_19007_20240102",2.41453336407997
"clim_var40_min_19007_20240102",2.32628603813017
"clim_var41_min_19007_20240102",2.37678219522442
"clim_var42_min_19007_20240102",2.2148643631565
"clim_var43_min_19007_20240102",2.76837506402064
"clim_var44_min_19007_20240102",2.65052407792075
"clim_var46_min_19007_20240102",2.53458766162143
"clim_var47_min_19007_20240102",2.23402042668223
"clim_var48_min_19007_20240102",2.17013253169075
"clim_var50_min_19007_20240102",2.88666556576606
"clim_var1_max_19007_20240102",2.23240683677338
"clim_var2_max_19007_20240102",2.57926912040719
"clim_var3_max_19007_20240102",2.72060036415967
"clim_var4_max_19007_20240102",2.90835725787959
"clim_var5_max_19007_20240102",2.29060132503579
"clim_var6_max_19007_20240102",2.6007403999319
"clim_var7_max_19007_20240102",2.21952507528484
"clim_var8_max_19007_20240102",2.75923735886334
"clim_var9_max_19007_20240102",2.77916611891007
"clim_var11_max_19007_20240102",2.26989434538692
"clim_var12_max_19007_20240102",2.51539986021218
"clim_var14_max_19007_20240102",2.32773331265839
"clim_var15_max_19007_20240102",2.77759097046095
"clim_var16_max_19007_20240102",2.10979473949682
"clim_var17_max_19007_20240102",2.43996721055594
"clim_var18_max_19007_20240102",2.44847923407838
"clim_var19_max_19007_20240102",2.52898376394077
"clim_var20_max_19007_20240102",2.68097425666091
"clim_var21_max_19007_20240102",2.44373323188688
"clim_var22_max_19007_20240102",2.51692511179168
"clim_var23_max_19007_20240102",2.46666587008883
"clim_var24_max_19007_20240102",2.86106355064692
"clim_var26_max_19007_20240102",2.59915633098158
"clim_var27_max_19007_20240102",2.65205999968592
"clim_var28_max_19007_20240102",2.70150320419031
"clim_var29_max_19007_20240102",2.95552381255223
"clim_var30_max_19007_20240102",2.08648144426801
"clim_var31_max_19007_20240102",2.09634180889433
"clim_var33_max_19007_20240102",2.7891561084713
"clim_var34_max_19007_20240102",2.41847531842066
"clim_var37_max_19007_20240102",2.78903805352056
"clim_var38_max_19007_20240102",2.21097810839739
"clim_var39_max_19007_20240102",2.51650514163407
"clim_var40_max_19007_20240102",2.67839426082281
"clim_var41_max_19007_20240102",2.05647068695019
"clim_var42_max_19007_20240102",2.06754738509022
"clim_var43_max_19007_20240102",2.3700501421001
"clim_var44_max_19007_20240102",2.44189374188259
"clim_var46_max_19007_20240102",2.67803252420674
"clim_var47_max_19007_20240102",2.64031352765306
"clim_var48_max_19007_20240102",2.52751344128849
"clim_var49_max_19007_20240102",2.49536270593692
"clim_var50_max_19007_20240102",2.84548401958484
"Shannon_25067_2",2.34869655625209
