"Variables","VIF"
"clim_var2_mad_19007_20240102",2.8972879454386
"clim_var3_mad_19007_20240102",4.31645711594105
"clim_var4_mad_19007_20240102",3.96267059304629
"clim_var5_mad_19007_20240102",3.5245067695496
"clim_var6_mad_19007_20240102",3.06132125195132
"clim_var7_mad_19007_20240102",3.64980484103277
"clim_var8_mad_19007_20240102",3.85508543315079
"clim_var9_mad_19007_20240102",4.30642021026558
"clim_var10_mad_19007_20240102",5.11885199674678
"clim_var11_mad_19007_20240102",3.31090442767793
"clim_var12_mad_19007_20240102",3.51837646010357
"clim_var13_mad_19007_20240102",3.77576147587996
"clim_var14_mad_19007_20240102",4.12872771809647
"clim_var15_mad_19007_20240102",3.33633134945625
"clim_var16_mad_19007_20240102",3.38341075369775
"clim_var17_mad_19007_20240102",3.62117679391504
"clim_var18_mad_19007_20240102",4.12166367922249
"clim_var19_mad_19007_20240102",3.1472348824459
"clim_var20_mad_19007_20240102",3.33573131654044
"clim_var21_mad_19007_20240102",3.81951338693643
"clim_var22_mad_19007_20240102",3.95087952078767
"clim_var23_mad_19007_20240102",3.29943834912174
"clim_var24_mad_19007_20240102",3.12727702709705
"clim_var25_mad_19007_20240102",3.73903968785853
"clim_var26_mad_19007_20240102",3.37106428072778
"clim_var27_mad_19007_20240102",4.55047660658667
"clim_var28_mad_19007_20240102",3.50813528821568
"clim_var29_mad_19007_20240102",3.89090872226511
"clim_var30_mad_19007_20240102",3.40163465891286
"clim_var31_mad_19007_20240102",4.5632075053281
"clim_var32_mad_19007_20240102",3.31146402560249
"clim_var33_mad_19007_20240102",3.60399050055944
"clim_var34_mad_19007_20240102",3.51065575081852
"clim_var35_mad_19007_20240102",4.51160239046941
"clim_var36_mad_19007_20240102",3.69979214159359
"clim_var37_mad_19007_20240102",3.60791793943684
"clim_var38_mad_19007_20240102",3.44445667710016
"clim_var39_mad_19007_20240102",3.30250489348418
"clim_var40_mad_19007_20240102",4.3279918380522
"clim_var41_mad_19007_20240102",3.28841423390703
"clim_var42_mad_19007_20240102",4.07170091300246
"clim_var43_mad_19007_20240102",3.66023244712341
"clim_var44_mad_19007_20240102",3.37920415344051
"clim_var45_mad_19007_20240102",3.0397430178966
"clim_var46_mad_19007_20240102",3.47898045332374
"clim_var47_mad_19007_20240102",3.77286859229245
"clim_var48_mad_19007_20240102",4.22157027713118
"clim_var49_mad_19007_20240102",3.76795778007724
"clim_var50_mad_19007_20240102",4.26888174659619
"clim_var1_min_19007_20240102",3.35115654657775
"clim_var2_min_19007_20240102",3.40580380889532
"clim_var3_min_19007_20240102",3.61992986469495
"clim_var4_min_19007_20240102",3.14064352166553
"clim_var5_min_19007_20240102",3.99630401124957
"clim_var6_min_19007_20240102",3.79029252710256
"clim_var7_min_19007_20240102",3.8824820606346
"clim_var8_min_19007_20240102",3.00686832878202
"clim_var9_min_19007_20240102",3.41848312056685
"clim_var10_min_19007_20240102",3.38099535523907
"clim_var11_min_19007_20240102",3.70306100720308
"clim_var12_min_19007_20240102",3.75669438936238
"clim_var13_min_19007_20240102",2.61460577440135
"clim_var14_min_19007_20240102",3.29966710097072
"clim_var15_min_19007_20240102",4.06239083716743
"clim_var16_min_19007_20240102",4.04018444578174
"clim_var17_min_19007_20240102",3.50119360499534
"clim_var18_min_19007_20240102",3.28973344743325
"clim_var19_min_19007_20240102",3.19434531483679
"clim_var20_min_19007_20240102",3.36670114228384
"clim_var21_min_19007_20240102",3.2887055666983
"clim_var22_min_19007_20240102",3.05971458933212
"clim_var23_min_19007_20240102",3.70787721333023
"clim_var24_min_19007_20240102",4.04867617318454
"clim_var25_min_19007_20240102",3.34787692378709
"clim_var26_min_19007_20240102",4.09642707364236
"clim_var27_min_19007_20240102",3.13264980120084
"clim_var28_min_19007_20240102",2.99985200802053
"clim_var29_min_19007_20240102",3.8329451603298
"clim_var30_min_19007_20240102",3.24290982796574
"clim_var31_min_19007_20240102",3.22180500690364
"clim_var32_min_19007_20240102",3.44739325175866
"clim_var33_min_19007_20240102",4.98531626250475
"clim_var34_min_19007_20240102",3.71277233756359
"clim_var35_min_19007_20240102",3.55399605175375
"clim_var36_min_19007_20240102",3.62577141430441
"clim_var37_min_19007_20240102",3.2926567369032
"clim_var38_min_19007_20240102",3.80331927515982
"clim_var39_min_19007_20240102",4.33703519207178
"clim_var40_min_19007_20240102",3.5824271682616
"clim_var41_min_19007_20240102",2.97715032230925
"clim_var42_min_19007_20240102",3.036013657496
"clim_var43_min_19007_20240102",3.40182232298443
"clim_var44_min_19007_20240102",3.43014702501275
"clim_var45_min_19007_20240102",3.92489024003629
"clim_var46_min_19007_20240102",3.46032762101222
"clim_var47_min_19007_20240102",3.046433576851
"clim_var48_min_19007_20240102",3.32692903094648
"clim_var49_min_19007_20240102",4.04183285919979
"clim_var50_min_19007_20240102",3.74990897565731
"clim_var1_max_19007_20240102",3.09652121255833
"clim_var2_max_19007_20240102",3.2781418881047
"clim_var3_max_19007_20240102",3.60593865173028
"clim_var4_max_19007_20240102",3.54167491552125
"clim_var5_max_19007_20240102",3.14329447830745
"clim_var6_max_19007_20240102",3.50885605088274
"clim_var7_max_19007_20240102",3.05733209397328
"clim_var8_max_19007_20240102",3.50014439989446
"clim_var9_max_19007_20240102",4.08202324715909
"clim_var10_max_19007_20240102",4.66343740629976
"clim_var11_max_19007_20240102",2.81271597794861
"clim_var12_max_19007_20240102",3.21425958027667
"clim_var13_max_19007_20240102",4.43752632052794
"clim_var14_max_19007_20240102",3.1766474325967
"clim_var15_max_19007_20240102",3.26676039626073
"clim_var16_max_19007_20240102",3.07360378750123
"clim_var17_max_19007_20240102",3.8300656664851
"clim_var18_max_19007_20240102",3.39403665126916
"clim_var19_max_19007_20240102",3.53240739420883
"clim_var20_max_19007_20240102",3.72330641146364
"clim_var21_max_19007_20240102",3.46959446079163
"clim_var22_max_19007_20240102",3.64266455837482
"clim_var23_max_19007_20240102",3.29939885772683
"clim_var24_max_19007_20240102",3.42281416811884
"clim_var25_max_19007_20240102",3.85790128396071
"clim_var26_max_19007_20240102",4.1874901610324
"clim_var27_max_19007_20240102",3.79792399563423
"clim_var28_max_19007_20240102",3.28792454551509
"clim_var29_max_19007_20240102",3.80213020234247
"clim_var30_max_19007_20240102",2.87311007978168
"clim_var31_max_19007_20240102",2.96134921064073
"clim_var32_max_19007_20240102",3.91766083952046
"clim_var33_max_19007_20240102",3.30873410981363
"clim_var34_max_19007_20240102",3.51097044576269
"clim_var35_max_19007_20240102",4.53620148035285
"clim_var36_max_19007_20240102",4.08753526743689
"clim_var37_max_19007_20240102",3.65390374961033
"clim_var38_max_19007_20240102",3.28061310553245
"clim_var39_max_19007_20240102",3.08491975308429
"clim_var40_max_19007_20240102",3.26790311989357
"clim_var41_max_19007_20240102",2.70006705961724
"clim_var42_max_19007_20240102",3.08220821390343
"clim_var43_max_19007_20240102",3.2733490837853
"clim_var44_max_19007_20240102",3.41320004188377
"clim_var45_max_19007_20240102",3.47304412278722
"clim_var46_max_19007_20240102",3.30499490470879
"clim_var47_max_19007_20240102",3.74872902722821
"clim_var48_max_19007_20240102",4.04021982461286
"clim_var49_max_19007_20240102",3.15377590329869
"clim_var50_max_19007_20240102",3.86773374568045
"Margalef_25067_2",4.48850711601543
"Shannon_25067_2",4.57149711460765
