"Variables","VIF"
"clim_var1_min_19007_20240102",3.10592312609453
"clim_var2_min_19007_20240102",3.23845841161652
"clim_var3_min_19007_20240102",3.57947069446787
"clim_var4_min_19007_20240102",3.13896870303769
"clim_var5_min_19007_20240102",3.99465429625136
"clim_var6_min_19007_20240102",3.7805288553904
"clim_var7_min_19007_20240102",3.88062606907964
"clim_var8_min_19007_20240102",2.7372301715214
"clim_var9_min_19007_20240102",3.39035647371613
"clim_var10_min_19007_20240102",3.30044382174829
"clim_var11_min_19007_20240102",3.18473166058466
"clim_var12_min_19007_20240102",3.64896955360664
"clim_var13_min_19007_20240102",2.60047383176274
"clim_var14_min_19007_20240102",3.29675469008229
"clim_var15_min_19007_20240102",3.8575089473176
"clim_var16_min_19007_20240102",4.03734859937307
"clim_var17_min_19007_20240102",3.43006899096914
"clim_var18_min_19007_20240102",3.26451177771352
"clim_var19_min_19007_20240102",3.19434440874149
"clim_var20_min_19007_20240102",3.31882846823995
"clim_var21_min_19007_20240102",3.2797089972629
"clim_var22_min_19007_20240102",3.05963155536719
"clim_var23_min_19007_20240102",3.63799748235742
"clim_var24_min_19007_20240102",3.8663372127706
"clim_var25_min_19007_20240102",3.2158457179974
"clim_var26_min_19007_20240102",4.06627836116003
"clim_var27_min_19007_20240102",3.0099668030433
"clim_var28_min_19007_20240102",2.98402131034688
"clim_var29_min_19007_20240102",3.81095843022951
"clim_var30_min_19007_20240102",3.17687448239624
"clim_var31_min_19007_20240102",3.20876991152869
"clim_var32_min_19007_20240102",3.44468657096411
"clim_var33_min_19007_20240102",4.54396258196692
"clim_var34_min_19007_20240102",3.7003307643634
"clim_var35_min_19007_20240102",3.3822497700049
"clim_var36_min_19007_20240102",3.57406336350358
"clim_var37_min_19007_20240102",3.26801406926266
"clim_var38_min_19007_20240102",3.80328352029308
"clim_var39_min_19007_20240102",4.26892255197192
"clim_var40_min_19007_20240102",3.57445736680905
"clim_var41_min_19007_20240102",2.96714141133688
"clim_var42_min_19007_20240102",2.94464558364986
"clim_var43_min_19007_20240102",3.31495704947461
"clim_var44_min_19007_20240102",3.40352201180635
"clim_var45_min_19007_20240102",3.88555162204556
"clim_var46_min_19007_20240102",3.43596631553887
"clim_var47_min_19007_20240102",3.03945668485724
"clim_var48_min_19007_20240102",3.28633420744158
"clim_var49_min_19007_20240102",4.04181759260128
"clim_var50_min_19007_20240102",3.74350975214027
"clim_var1_max_19007_20240102",3.01993543767586
"clim_var2_max_19007_20240102",3.27110558209434
"clim_var3_max_19007_20240102",3.52324874048525
"clim_var4_max_19007_20240102",3.50975884663796
"clim_var5_max_19007_20240102",3.13867355770001
"clim_var6_max_19007_20240102",3.50095474941919
"clim_var7_max_19007_20240102",3.03238681627759
"clim_var8_max_19007_20240102",3.49542004087217
"clim_var9_max_19007_20240102",3.92129779007594
"clim_var10_max_19007_20240102",4.65144944995671
"clim_var11_max_19007_20240102",2.76089347440192
"clim_var12_max_19007_20240102",3.00723453742343
"clim_var13_max_19007_20240102",4.41331953608309
"clim_var14_max_19007_20240102",3.1597816581083
"clim_var15_max_19007_20240102",3.25045349463551
"clim_var16_max_19007_20240102",2.79442266554656
"clim_var17_max_19007_20240102",3.72895781804404
"clim_var18_max_19007_20240102",3.38611662651922
"clim_var19_max_19007_20240102",3.48846222870173
"clim_var20_max_19007_20240102",3.64554119512959
"clim_var21_max_19007_20240102",3.40168462064387
"clim_var22_max_19007_20240102",3.50099633758919
"clim_var23_max_19007_20240102",3.26424061174299
"clim_var24_max_19007_20240102",3.42259732056186
"clim_var25_max_19007_20240102",3.80163437181611
"clim_var26_max_19007_20240102",3.6312514312808
"clim_var27_max_19007_20240102",3.51205095054873
"clim_var28_max_19007_20240102",3.26879357796818
"clim_var29_max_19007_20240102",3.61361517116993
"clim_var30_max_19007_20240102",2.83029083712516
"clim_var31_max_19007_20240102",2.89348730932204
"clim_var32_max_19007_20240102",3.91171387990836
"clim_var33_max_19007_20240102",3.29258781107945
"clim_var34_max_19007_20240102",3.40863392900841
"clim_var35_max_19007_20240102",4.44696715347535
"clim_var36_max_19007_20240102",3.76673085638464
"clim_var37_max_19007_20240102",3.56109560545133
"clim_var38_max_19007_20240102",3.27846857944852
"clim_var39_max_19007_20240102",3.02452111411908
"clim_var40_max_19007_20240102",3.25748504110138
"clim_var41_max_19007_20240102",2.68627983872003
"clim_var42_max_19007_20240102",2.97948876534451
"clim_var43_max_19007_20240102",2.78914658966106
"clim_var44_max_19007_20240102",3.39648815641988
"clim_var45_max_19007_20240102",3.39526289781742
"clim_var46_max_19007_20240102",3.25409373839801
"clim_var47_max_19007_20240102",3.65944186967571
"clim_var48_max_19007_20240102",3.84100050672991
"clim_var49_max_19007_20240102",3.14679872356189
"clim_var50_max_19007_20240102",3.78952062959048
"Margalef_25067_2",4.48094525376142
"Shannon_25067_2",4.50991931386129
